SSN,condition_1,condition_2,condition_3,condition_4,condition_5,condition_6,condition_7,condition_8,condition_9,condition_10
000-55-5354,0,1,1,0,0,0,1,1,1,1
000-77-9203,0,0,1,1,1,1,0,0,1,0
000-34-1195,0,0,1,0,1,0,1,1,0,0
000-87-3127,0,0,1,1,1,1,1,1,1,0
000-41-2265,1,1,1,1,0,1,0,1,1,1
000-11-5931,0,1,0,1,1,0,1,1,0,1
000-08-9401,1,1,1,1,0,1,0,0,1,0
000-53-7812,1,1,1,0,1,1,0,0,0,0
000-94-2074,0,0,0,1,1,1,1,1,1,1
000-86-1827,0,0,1,1,1,1,0,1,0,0
000-55-7185,1,0,1,0,0,1,0,1,0,1
000-87-0220,0,0,0,0,1,1,1,0,1,0
000-60-5127,0,0,1,1,1,0,0,0,1,0
000-38-6299,1,1,1,1,1,1,1,1,1,0
000-48-0138,1,0,0,1,1,0,1,1,0,1
000-70-9409,1,1,0,0,0,0,0,0,0,1
000-43-0958,1,1,1,0,0,1,1,1,0,1
000-50-2013,0,1,1,1,0,1,1,0,0,1
000-24-7516,0,1,0,1,0,0,1,0,1,0
000-65-6090,1,1,1,1,1,1,0,0,0,1
000-85-2315,1,1,0,0,1,1,1,1,1,1
000-28-4126,1,1,1,1,1,0,1,1,0,0
000-49-4265,0,1,0,0,1,1,1,1,0,1
000-83-0601,1,0,1,1,1,1,0,1,0,0
000-06-6442,0,0,0,1,0,1,1,0,0,1
000-67-7896,0,0,0,1,0,1,0,0,0,0
000-65-4177,1,0,0,0,1,1,0,0,0,0
000-87-0125,0,0,1,0,1,1,0,1,1,0
000-01-6312,0,0,1,1,1,1,0,0,1,1
000-91-6979,0,0,0,1,0,1,0,1,0,1
000-90-9932,1,1,0,1,1,0,0,1,0,0
000-64-3957,1,0,1,0,1,1,1,0,1,0
000-09-4130,0,1,0,1,1,1,1,0,0,0
000-56-9980,0,1,0,1,1,0,0,0,1,1
000-41-5504,1,0,1,1,0,1,0,1,1,0
000-07-8906,0,1,1,1,0,1,1,0,1,1
000-79-7942,0,0,1,0,0,0,1,0,0,1
000-27-3196,0,0,1,1,0,0,0,1,0,1
000-23-8107,1,0,1,1,0,1,0,1,1,0
000-47-4566,0,1,0,0,0,1,1,0,0,1
000-52-5316,1,1,1,0,0,1,1,0,1,1
000-21-2825,0,0,0,0,0,1,1,1,0,1
000-90-4379,1,0,1,1,1,1,0,0,1,0
000-65-1313,0,1,0,1,1,0,1,0,0,1
000-16-3423,0,1,1,0,1,1,1,1,0,0
000-97-8279,0,0,1,1,1,0,0,1,1,1
000-16-5673,0,0,0,1,0,1,0,0,1,0
000-22-8675,0,1,1,1,1,1,1,1,0,1
000-56-5294,0,0,0,0,1,0,0,1,1,1
000-44-2054,1,1,0,1,0,0,0,1,0,0
000-85-6847,1,0,1,0,0,1,0,1,1,1
000-06-4270,1,1,1,1,0,1,1,0,0,1
000-54-2731,0,0,0,0,1,0,0,1,0,0
000-55-4992,0,0,0,0,1,0,0,1,1,1
000-02-5218,1,0,0,0,0,0,1,0,1,0
000-90-5927,0,0,0,1,1,0,0,0,0,0
000-37-9237,1,1,0,0,1,0,0,1,1,1
000-76-4244,1,0,1,1,0,0,1,1,1,0
000-43-7427,1,1,0,1,0,1,1,0,0,1
000-05-5868,1,1,0,0,0,1,1,0,0,1
000-00-1907,0,0,0,1,1,1,1,0,0,1
000-97-4987,0,1,0,1,0,0,0,0,1,0
000-93-6624,0,1,0,0,1,1,0,1,0,1
000-83-1783,1,1,0,0,1,1,0,0,0,1
000-66-6488,1,1,0,1,1,0,0,1,1,1
000-18-4942,1,1,0,1,0,1,0,1,1,1
000-43-9594,1,1,1,1,0,0,0,0,0,0
000-55-4272,0,1,1,1,0,0,1,0,0,0
000-17-4122,0,0,0,1,1,0,1,1,1,0
000-16-3038,0,0,1,0,1,0,0,0,0,1
000-14-7082,1,0,0,1,1,0,0,1,0,0
000-62-8001,0,1,1,0,1,1,0,1,1,1
000-67-2975,0,1,1,0,1,0,0,1,0,0
000-89-0049,1,0,1,1,0,1,0,1,1,0
000-42-8264,0,1,0,1,1,0,0,1,1,0
000-58-6473,0,0,1,0,0,1,0,0,1,0
000-46-1192,0,0,0,1,0,0,0,0,1,1
000-48-8736,0,0,0,1,0,0,1,1,0,1
000-35-7202,1,1,1,0,1,0,0,0,0,1
000-52-4869,1,1,1,1,0,1,0,1,0,0
000-46-9090,1,1,1,1,1,1,0,0,0,0
000-49-8098,0,1,0,0,0,1,0,0,0,0
000-65-2383,0,0,0,0,0,1,1,0,1,1
000-51-0719,1,0,1,1,0,0,0,1,1,0
000-58-2405,0,0,0,0,1,1,1,0,0,1
000-19-8403,1,0,1,1,1,0,1,1,1,0
000-23-8499,1,1,0,0,1,0,1,0,1,1
000-41-6392,0,1,1,1,1,1,0,1,1,0
000-09-4588,1,1,1,0,0,1,1,1,0,1
000-94-7908,1,0,1,1,1,1,1,1,1,1
000-84-9715,0,0,1,1,1,1,1,1,0,1
000-15-8319,1,0,1,0,1,1,0,0,1,1
000-43-3059,1,1,0,0,0,0,1,1,0,0
000-63-5506,0,1,1,1,1,0,1,1,0,0
000-52-3030,1,0,1,0,1,0,1,1,0,0
000-22-0027,1,0,0,0,1,1,0,0,0,0
000-75-0462,0,1,0,0,1,0,1,1,0,1
000-61-9404,1,0,0,0,1,0,0,0,0,1
000-73-5338,0,0,1,0,0,1,1,1,1,1
000-40-3171,0,0,1,0,1,1,1,1,0,0
000-13-2366,0,1,0,1,1,1,0,1,0,0
000-39-9271,0,1,0,1,1,1,0,0,0,1
000-06-9935,1,0,1,0,0,0,1,1,0,0
000-55-9229,1,1,1,1,1,1,1,0,1,0
000-46-2750,0,1,1,1,0,0,1,0,1,0
000-18-9456,1,0,0,0,1,1,0,1,0,0
000-91-1550,0,0,1,1,1,0,1,1,0,1
000-34-5452,0,1,0,1,1,1,0,1,1,0
000-29-4981,0,1,0,0,0,1,1,0,1,0
000-25-3888,0,0,1,1,1,0,0,1,0,1
000-20-3888,0,0,1,1,0,0,0,0,1,0
000-58-1218,1,1,0,1,1,0,1,1,0,1
000-29-2904,1,0,1,0,1,0,0,1,1,1
000-97-8578,1,1,1,1,1,1,1,0,1,0
000-41-6803,0,1,0,0,0,0,1,0,1,0
000-89-0794,1,0,0,0,0,1,0,0,1,0
000-51-4993,1,1,0,1,0,1,0,1,0,1
000-36-6722,1,1,1,1,1,0,1,0,0,1
000-96-7617,0,1,1,1,1,0,1,0,0,0
000-32-5229,1,0,1,0,0,0,0,1,1,0
000-53-3837,0,1,0,1,1,0,1,1,0,0
000-54-1100,0,0,0,0,0,1,0,1,1,1
000-27-1940,0,1,1,0,1,0,1,0,0,0
000-20-1974,1,1,0,0,0,1,0,0,0,0
000-67-8133,1,0,0,1,1,0,0,0,1,1
000-15-0844,0,1,1,1,1,0,0,0,1,0
000-35-1844,0,1,0,0,1,1,1,0,0,1
000-94-6040,0,1,0,1,0,1,0,0,1,1
000-91-9426,0,1,1,1,1,1,1,1,0,1
000-89-2308,0,0,1,0,0,1,1,1,0,0
000-97-1363,0,1,1,0,0,0,1,1,1,0
000-35-1364,0,0,0,0,1,0,0,0,0,1
000-11-3898,0,0,1,0,0,1,0,1,1,0
000-01-3709,1,1,0,0,0,0,1,0,1,0
000-74-5352,1,1,1,1,0,0,0,1,0,0
000-00-9314,0,0,0,0,1,0,0,0,1,0
000-48-8871,0,0,1,0,0,1,0,0,1,1
000-95-8764,0,1,0,1,0,1,1,0,1,0
000-13-9190,1,1,0,1,1,0,1,1,1,0
000-87-8445,0,0,1,0,0,1,1,1,1,1
000-66-5185,1,0,1,0,1,0,0,1,0,0
000-66-1962,0,0,0,1,1,1,0,1,0,1
000-39-0971,0,1,1,0,0,1,1,0,0,1
000-99-1256,0,1,1,1,1,1,0,1,1,0
000-82-5349,0,1,0,1,1,0,0,0,1,0
000-04-3737,1,0,0,0,0,0,0,1,0,0
000-60-4266,0,0,0,0,0,0,1,1,1,0
000-99-4125,0,0,0,1,1,0,0,0,0,0
000-36-0467,1,0,1,0,0,0,1,0,1,1
000-23-4518,1,0,1,0,1,1,1,1,0,0
000-37-0437,1,1,1,1,1,0,0,0,1,0
000-81-2555,0,1,1,0,1,0,1,0,1,0
000-40-7094,0,1,0,1,0,0,0,0,0,1
000-00-5626,0,1,1,0,1,1,0,1,0,0
000-70-2179,0,0,0,1,0,1,0,0,1,0
000-75-9008,1,1,1,1,1,0,0,1,0,1
000-33-7085,0,1,1,1,0,1,0,1,0,1
000-97-5794,0,1,1,1,0,0,0,1,0,0
000-97-2755,0,0,0,1,1,0,0,1,1,0
000-85-1950,1,0,1,1,0,0,0,1,1,1
000-16-4350,0,0,1,0,0,1,1,0,0,1
000-80-9206,0,0,0,1,0,1,0,0,1,1
000-69-2076,0,1,0,0,0,0,0,1,1,0
000-69-5428,1,1,1,0,0,0,0,0,0,0
000-06-5120,1,1,0,0,1,1,0,1,1,1
000-14-0300,1,0,0,0,1,1,0,1,0,1
000-12-0554,0,0,1,0,0,0,0,1,1,0
000-66-4838,1,0,1,1,1,0,1,1,1,1
000-34-1180,0,0,1,0,0,0,1,0,1,0
000-76-8960,1,1,1,1,1,1,0,0,0,0
000-08-1281,1,0,1,0,0,1,0,1,0,1
000-10-2788,1,0,1,0,0,1,1,0,1,1
000-81-6498,0,1,1,1,0,0,1,1,0,1
000-71-2460,0,0,0,1,0,1,0,1,1,1
000-58-1624,0,0,0,1,1,0,1,0,1,0
000-90-8864,0,1,1,1,0,0,0,0,1,0
000-63-3201,0,1,1,0,0,1,0,0,1,0
000-52-4607,1,0,0,1,1,1,0,0,1,1
000-35-2050,1,0,0,0,1,1,1,0,0,1
000-81-4235,0,0,1,0,0,1,0,0,1,1
000-12-4943,0,1,0,0,1,1,1,0,1,0
000-99-9108,1,1,0,1,0,1,0,1,0,0
000-85-0632,0,0,1,0,1,1,0,0,1,0
000-96-2503,0,0,1,0,0,1,1,0,0,0
000-63-9683,1,1,1,0,1,1,1,0,0,1
000-71-7050,1,0,0,1,1,1,0,1,0,1
000-51-7200,0,0,0,0,0,1,0,0,1,1
000-28-9846,0,1,0,1,0,0,0,1,0,0
000-28-9029,0,0,1,1,1,1,1,0,1,0
000-34-5906,0,1,0,0,1,1,0,0,1,1
000-58-6700,0,1,1,0,0,1,1,1,0,0
000-26-6580,1,1,1,0,1,0,1,1,1,1
000-30-7648,0,0,1,0,0,1,0,1,1,1
000-21-2375,0,1,1,1,1,1,0,0,0,0
000-61-1684,0,1,1,0,0,1,1,1,0,0
000-61-0232,1,0,1,1,0,0,1,0,0,1
000-16-6736,1,1,1,0,0,0,0,0,0,1
000-05-5202,0,0,0,0,0,1,1,0,0,1
000-45-6408,1,0,0,0,1,1,0,0,0,0
000-99-1891,0,0,0,0,1,1,0,0,0,0
000-79-5640,1,1,0,0,0,1,1,0,0,1
000-47-1300,1,1,0,0,1,1,1,1,1,0
000-67-2863,1,1,1,1,1,1,1,0,0,1
000-41-8075,1,1,0,0,1,0,1,0,1,0
000-94-6267,0,0,0,1,1,0,0,1,1,0
000-63-9577,0,0,0,1,1,0,1,1,0,0
000-32-9818,1,1,1,1,1,1,1,1,0,0
000-59-3967,1,0,1,1,1,0,1,0,0,0
000-55-2770,1,0,1,0,1,1,0,0,1,0
000-10-8225,0,0,0,1,1,0,1,0,0,0
000-73-7359,1,1,0,1,1,0,0,0,1,1
000-77-1681,1,0,1,0,0,0,1,1,1,1
000-40-8050,1,1,1,0,0,1,1,0,1,1
000-10-7576,1,0,1,1,0,1,0,1,1,0
000-62-2069,1,0,0,1,1,0,1,1,1,0
000-12-6586,1,1,1,1,1,1,1,1,0,1
000-51-4752,1,0,1,1,0,1,1,1,0,1
000-07-0058,0,0,0,1,0,0,0,0,1,0
000-31-0540,0,1,0,1,0,1,0,1,1,0
000-49-7690,1,0,0,1,0,1,1,1,1,1
000-35-9439,1,1,1,0,0,1,0,0,1,1
000-68-1515,0,1,0,1,0,0,0,1,1,0
000-16-5750,1,0,1,0,0,1,0,0,0,0
000-87-8795,1,0,1,0,1,0,1,0,1,0
000-52-3633,0,0,0,0,0,1,1,1,1,0
000-47-2411,1,1,1,1,1,0,1,1,1,1
000-31-6910,0,1,1,1,1,0,0,1,0,0
000-29-7135,1,1,1,0,0,0,1,1,0,1
000-70-5765,0,0,0,0,0,0,1,1,1,0
000-75-8680,0,0,0,1,1,1,1,0,1,1
000-49-3984,1,1,0,1,0,0,0,1,1,1
000-02-5380,1,1,1,0,1,1,0,0,1,0
000-97-6015,1,0,1,1,0,0,0,1,0,1
000-81-7276,0,1,0,0,0,0,1,1,1,1
000-78-9093,0,0,1,1,0,0,1,0,1,1
000-03-4190,1,1,1,0,1,1,0,0,1,0
000-53-4511,1,0,1,0,0,1,0,1,1,0
000-52-2562,1,1,1,0,1,0,1,1,0,0
000-94-8433,1,1,1,0,0,0,1,0,1,0
000-77-4046,0,1,0,1,0,0,0,0,1,0
000-22-4257,1,1,1,1,0,1,1,0,0,0
000-10-7813,0,0,1,0,0,1,0,1,0,1
000-95-5141,1,1,0,0,0,1,0,1,1,1
000-13-6117,0,0,1,0,0,1,1,0,0,0
000-36-2521,1,1,1,1,1,1,1,1,1,1
000-31-2580,0,0,0,1,0,1,0,0,1,1
000-35-6682,1,0,0,0,0,0,1,0,0,1
000-04-4681,0,1,1,0,1,1,1,1,1,0
000-91-0130,1,1,1,0,1,1,0,0,0,1
000-72-0476,1,0,1,0,1,0,0,1,0,0
000-21-0728,0,1,0,1,1,0,0,1,1,1
000-92-5910,1,0,0,1,1,0,0,0,0,1
000-96-4859,1,1,1,0,1,0,1,0,1,0
000-41-2601,1,0,1,0,0,0,0,1,0,0
000-93-2626,1,0,0,1,0,0,0,1,0,0
000-67-5720,0,1,0,1,1,1,0,1,1,1
000-44-4359,1,1,0,1,1,0,1,0,0,0
000-12-1818,1,1,1,0,0,1,0,0,1,0
000-25-1621,1,1,0,0,0,1,1,1,0,1
000-60-5009,1,1,1,1,0,1,1,1,0,0
000-38-2669,1,0,1,1,1,0,0,1,1,0
000-64-4360,1,1,0,1,0,1,0,1,0,0
000-00-9039,1,1,0,1,0,1,0,0,0,1
000-31-1261,0,0,1,0,0,1,0,0,0,0
000-88-6743,0,0,0,1,1,0,1,0,1,1
000-81-5881,0,1,0,1,0,1,1,0,1,1
000-70-3467,1,1,1,0,0,0,0,1,0,1
000-73-2167,1,1,1,1,1,0,0,0,0,1
000-63-3770,0,1,1,1,0,1,1,0,0,0
000-98-4355,0,1,1,1,1,0,0,0,0,0
000-92-0006,1,0,0,1,0,0,0,1,0,0
000-54-4845,1,0,1,1,1,0,1,0,0,0
000-33-3916,0,1,0,0,1,1,1,0,1,1
000-57-2817,0,0,0,1,0,0,1,1,1,0
000-30-1052,1,1,0,1,0,0,1,0,0,1
000-41-7625,1,0,0,1,0,0,1,1,1,0
000-86-5218,1,1,1,1,1,1,1,1,0,1
000-95-3687,0,0,1,0,1,0,1,1,0,0
000-34-7887,0,0,1,1,1,1,1,1,1,1
000-92-5535,1,1,0,0,1,1,1,1,1,1
000-88-8818,0,1,0,1,0,1,1,1,0,0
000-39-0389,1,0,0,0,0,0,0,1,0,1
000-25-8311,0,1,0,1,1,1,1,0,1,0
000-84-8997,0,1,1,0,1,1,1,1,1,0
000-88-2683,1,0,1,0,1,1,0,1,1,1
000-43-5403,1,0,0,0,1,0,1,1,0,1
000-21-2280,1,0,0,0,0,0,0,1,0,0
000-62-0772,1,0,0,0,1,1,1,1,1,1
000-89-0913,1,1,1,0,0,0,1,0,1,1
000-72-6554,1,1,0,0,0,0,1,1,0,1
000-15-8801,1,1,0,1,1,0,1,0,0,0
000-76-9136,1,1,1,1,1,1,0,0,0,1
000-50-9072,0,1,0,0,1,1,0,0,0,1
000-87-7630,0,1,0,1,1,1,1,1,1,0
000-44-4449,1,0,1,1,0,1,1,1,0,0
000-37-4256,0,0,1,1,1,0,0,0,0,0
000-71-1758,0,0,1,1,1,1,0,0,1,0
000-84-3727,0,1,1,1,0,1,0,0,1,1
000-43-1685,1,1,0,0,0,0,1,1,1,1
000-28-6360,1,1,0,0,0,0,0,0,1,1
000-02-7160,1,1,1,1,1,0,1,1,1,1
000-13-8186,0,1,0,0,0,0,0,0,0,1
000-07-7376,1,0,0,1,0,0,0,0,1,1
000-19-6992,0,1,1,1,0,0,1,1,0,1
000-38-5070,1,0,1,1,0,1,1,1,0,0
000-57-6732,0,1,1,0,1,1,1,0,0,1
000-70-4877,0,0,0,1,0,1,1,1,1,1
000-82-9002,0,0,1,1,0,1,1,1,1,1
000-93-1702,0,1,0,0,1,1,1,1,0,1
000-07-6784,0,1,0,0,1,1,1,0,0,1
000-94-6590,1,0,0,1,1,1,1,0,0,1
000-11-2045,1,1,1,1,1,1,0,1,0,0
000-35-0424,0,0,1,0,0,1,1,1,0,1
000-05-7319,1,0,1,1,1,0,1,0,0,0
000-72-5193,0,1,1,0,0,1,1,1,0,0
000-15-0678,0,1,1,1,1,1,1,0,1,1
000-02-9060,1,0,1,0,0,0,1,0,1,1
000-07-2094,1,0,1,1,1,0,1,0,1,1
000-04-2615,1,1,1,0,0,1,0,1,1,1
000-58-6350,0,0,1,1,1,1,1,1,1,1
000-52-6395,1,1,1,1,0,1,0,1,1,0
000-47-0895,1,0,0,0,0,1,1,1,1,1
000-27-3278,0,1,1,0,0,1,1,1,1,0
000-67-6545,0,0,0,0,0,0,1,0,1,0
000-30-2848,0,1,1,0,0,1,0,1,1,0
000-63-4241,1,1,1,1,0,1,0,0,1,1
000-29-6403,0,0,1,0,0,0,0,1,0,1
000-60-6983,0,1,1,0,0,1,0,1,0,1
000-24-0754,0,1,1,0,1,1,1,1,0,1
000-38-8106,1,1,0,1,1,0,1,0,1,1
000-82-2550,1,0,1,0,0,0,0,0,1,0
000-10-3711,1,1,0,0,0,0,1,0,1,1
000-31-6233,0,1,0,0,1,1,1,0,0,0
000-87-4325,0,1,0,0,1,0,1,1,1,0
000-29-9384,0,0,0,0,0,1,0,1,0,1
000-07-0974,1,1,1,1,1,1,1,1,0,0
000-39-9108,0,1,0,1,0,1,0,0,0,1
000-36-5213,0,0,0,0,0,0,1,0,1,1
000-49-1262,0,1,1,1,1,0,0,1,1,0
000-04-1989,1,0,1,0,1,0,0,1,0,0
000-26-8290,0,1,1,0,0,0,1,1,1,1
000-93-9416,1,0,0,0,1,1,0,1,1,1
000-97-2591,0,1,0,0,0,1,1,0,0,0
000-36-6608,0,0,1,0,1,1,0,1,0,1
000-12-3324,1,1,0,1,1,1,1,1,0,0
000-81-3546,1,1,0,1,0,1,1,0,0,0
000-37-1074,0,0,0,1,0,0,0,1,0,1
000-98-9089,1,1,1,1,1,0,1,1,0,1
000-48-8630,0,0,0,0,0,0,0,1,0,0
000-24-1833,0,1,0,1,1,1,0,0,1,1
000-35-8503,1,1,0,1,0,1,0,1,0,1
000-79-4115,1,1,0,0,0,1,0,1,0,1
000-81-8043,0,0,1,0,0,0,1,1,0,0
000-73-6354,0,1,1,1,0,1,0,0,0,1
000-07-0933,1,1,1,0,0,1,0,1,1,0
000-42-4199,1,1,0,0,0,0,0,1,1,1
000-86-5841,1,0,1,1,1,0,0,0,0,1
000-48-2362,0,1,0,0,0,0,0,1,0,1
000-99-8136,1,0,0,0,1,0,0,0,0,1
000-43-8842,0,1,1,0,1,1,1,0,0,0
000-17-4860,1,1,1,0,0,1,0,1,0,1
000-52-3396,1,0,0,1,0,0,0,1,0,0
000-76-8236,1,0,0,0,0,1,0,1,1,0
000-63-4630,0,1,0,0,0,1,1,0,1,1
000-94-2155,0,1,1,0,0,1,0,1,0,1
000-52-7144,1,1,0,0,0,0,1,1,1,0
000-46-5274,0,1,0,0,0,0,0,0,1,0
000-03-1068,1,1,0,0,0,1,1,0,1,1
000-28-7659,0,1,0,1,0,1,0,1,0,0
000-21-8808,1,0,0,0,1,1,1,0,1,0
000-98-1103,0,0,1,1,1,0,0,0,1,0
000-41-0758,1,0,1,1,0,0,0,1,0,1
000-86-2182,1,1,0,1,1,1,1,0,1,1
000-79-6186,0,0,1,0,0,1,1,1,1,0
000-36-3722,0,0,1,1,0,1,0,0,0,0
000-13-6708,1,0,0,1,1,1,1,0,1,0
000-85-1210,1,1,0,0,0,1,0,1,0,1
000-90-2684,1,1,1,1,1,0,1,1,1,1
000-41-9243,0,0,0,1,0,1,0,1,0,1
000-90-7059,1,0,1,1,0,0,0,1,1,1
000-85-0479,1,1,1,1,1,0,0,1,0,0
000-47-5209,1,0,0,1,0,1,0,0,1,0
000-06-5637,1,1,0,0,1,1,0,0,1,0
000-39-7156,1,1,0,0,0,0,0,0,0,1
000-18-9204,1,0,0,0,0,0,1,0,0,1
000-15-5219,0,0,0,1,1,0,0,0,1,0
000-76-0142,1,1,0,0,0,0,0,1,1,1
000-98-8833,0,1,1,1,0,1,1,0,1,0
000-15-1361,0,1,1,1,0,1,1,1,0,1
000-29-5475,1,0,0,0,1,0,0,1,0,1
000-39-7943,1,1,1,0,1,0,1,0,1,1
000-50-3559,0,0,1,0,1,1,0,0,1,0
000-28-0398,1,0,1,1,0,0,0,1,1,1
000-58-0412,1,1,1,0,0,0,1,1,1,1
000-47-9493,0,0,0,1,1,1,1,0,1,0
000-52-5527,0,0,0,0,0,1,1,1,0,0
000-59-1145,0,0,1,1,1,1,0,1,0,1
000-81-9634,1,1,0,0,1,1,1,1,0,0
000-16-6068,1,1,1,1,1,1,1,0,1,0
000-85-4976,1,0,0,0,0,1,0,0,0,0
000-92-9849,1,1,1,0,0,0,1,0,1,1
000-98-6067,1,0,0,0,0,1,0,1,1,1
000-29-9817,1,1,0,0,0,0,1,1,1,0
000-10-3122,0,1,0,1,1,0,0,0,1,0
000-65-0983,0,0,1,1,0,0,1,1,0,1
000-45-5332,0,0,1,1,0,0,0,1,1,1
000-15-3076,1,0,0,1,0,0,1,0,0,1
000-63-8243,1,0,1,0,1,1,0,1,0,1
000-64-9985,1,1,0,0,0,1,0,0,0,1
000-19-1804,1,1,0,1,0,0,0,1,1,1
000-92-0691,0,1,0,0,1,0,0,1,0,1
000-40-4965,1,0,1,1,0,0,0,1,0,0
000-51-2272,0,1,1,1,1,1,1,0,1,0
000-24-7201,1,1,0,1,1,1,0,0,1,1
000-98-7192,0,1,1,0,1,1,0,0,0,0
000-29-4535,1,1,0,0,1,1,0,1,0,0
000-93-3311,0,1,0,1,1,1,0,0,0,0
000-42-1455,0,1,1,1,1,1,0,1,1,0
000-45-3137,1,0,0,0,0,1,0,1,0,1
000-70-8478,1,0,0,0,0,1,1,0,0,0
000-47-9176,0,0,0,0,1,1,0,1,0,0
000-56-4968,1,0,0,1,1,0,0,1,1,1
000-71-9956,0,1,0,1,1,1,0,1,1,1
000-54-2766,1,1,1,0,1,0,1,0,0,0
000-56-6819,1,1,1,1,1,1,0,0,1,0
000-77-1104,1,0,1,0,0,1,0,0,0,1
000-37-0110,1,1,1,1,0,0,0,0,1,0
000-08-2476,1,0,0,1,1,0,0,0,0,1
000-94-7682,0,1,0,0,1,1,0,0,1,0
000-89-3211,1,1,0,0,1,0,0,1,1,0
000-24-6255,1,1,0,1,1,0,1,0,0,0
000-28-0486,0,1,1,1,0,1,1,0,1,1
000-87-3187,1,0,0,0,0,1,0,0,0,1
000-93-1084,0,0,0,1,1,0,0,1,1,1
000-88-8832,1,0,1,0,0,0,1,0,1,0
000-88-9507,1,0,0,1,1,1,1,0,1,0
000-46-6730,1,1,0,1,0,1,0,0,1,0
000-24-3163,1,0,0,1,0,1,1,0,0,1
000-15-3920,0,0,1,0,0,1,1,1,0,1
000-98-2178,1,1,1,0,1,0,1,1,0,1
000-64-5658,0,0,1,1,1,0,1,1,1,0
000-86-2173,1,0,1,1,1,1,0,0,0,0
000-94-0937,0,1,1,1,1,0,0,1,1,1
000-22-7807,0,0,1,0,0,0,0,0,0,0
000-03-9055,1,1,1,0,1,0,1,0,1,1
000-23-0253,0,0,1,1,1,1,0,1,0,0
000-79-7095,0,1,0,0,1,0,1,1,0,0
000-88-4669,1,1,1,1,0,0,1,1,1,0
000-83-3792,0,0,0,0,1,1,1,0,1,1
000-71-9930,1,1,1,0,0,1,1,0,1,1
000-82-3490,1,1,0,1,1,1,0,1,0,0
000-18-4734,0,0,1,1,0,1,1,1,1,0
000-70-8984,0,0,0,1,0,1,1,0,1,0
000-09-5345,0,0,1,0,0,0,1,1,0,1
000-75-0912,0,1,1,1,1,1,1,1,1,0
000-56-8197,0,1,1,1,0,1,0,1,1,0
000-70-9726,1,1,0,1,1,0,0,0,1,0
000-36-5855,0,1,0,0,1,0,0,0,1,0
000-31-0791,1,1,0,1,0,1,1,0,1,0
000-72-7308,0,0,0,1,0,0,1,0,0,1
000-48-6742,1,0,0,1,0,1,1,1,1,0
000-13-9967,0,1,0,1,1,0,1,1,0,1
000-55-2919,1,1,0,0,1,1,1,0,1,1
000-21-0628,0,0,1,1,0,1,0,1,0,0
000-69-1871,0,1,1,0,1,0,1,1,0,0
000-38-4006,1,1,0,0,0,0,1,0,1,1
000-90-1598,0,0,1,0,1,0,0,0,1,0
000-90-5756,0,1,1,1,1,0,0,0,1,0
000-94-0953,0,1,1,1,0,1,0,0,0,1
000-65-5692,0,0,1,1,0,0,0,0,0,1
000-05-9881,0,1,0,1,1,0,0,1,0,1
000-90-2489,1,1,1,0,0,1,1,0,0,0
000-59-2203,0,1,0,0,0,0,0,1,1,1
000-00-1957,1,1,0,1,1,1,1,1,0,1
000-44-9239,0,0,1,1,1,1,1,0,0,1
000-27-5981,0,0,1,1,0,1,1,0,0,1
000-43-8411,0,1,1,0,0,0,0,0,0,0
000-22-4277,1,0,0,0,1,1,1,0,0,0
000-35-8356,1,1,1,1,1,1,1,1,1,0
000-97-2964,0,1,1,0,0,1,1,0,1,1
000-65-8975,1,1,1,0,1,0,0,1,0,1
000-74-0028,0,0,0,1,1,1,0,1,1,0
000-38-0633,1,0,0,1,1,1,1,1,1,0
000-39-1403,0,0,0,1,1,1,1,0,0,1
000-21-9210,1,1,1,0,0,0,1,1,0,1
000-96-4558,0,1,0,1,1,0,0,0,0,0
000-86-6530,0,0,0,1,1,0,0,0,0,0
000-02-5128,0,0,1,1,0,1,1,1,1,0
000-91-3726,0,0,0,0,0,0,0,1,0,0
000-87-8408,1,0,1,1,1,1,1,1,1,1
000-71-5676,0,0,1,1,1,0,1,1,0,0
000-27-6303,0,1,0,0,1,0,0,0,0,1
000-70-5417,1,1,1,1,1,0,1,1,0,0
000-88-4263,1,1,1,1,1,0,1,0,1,1
000-86-5103,0,0,0,1,0,1,1,1,0,0
000-45-7428,1,0,0,0,1,0,0,0,1,1
000-80-0730,0,0,0,1,1,0,0,0,1,1
000-93-6978,1,1,0,1,1,1,1,1,0,0
000-39-8588,1,0,1,0,0,0,1,0,0,1
000-92-0572,1,1,1,1,1,0,1,0,0,0
000-12-8915,1,1,1,0,0,1,0,0,0,0
000-98-0414,1,1,0,0,1,1,0,1,1,0
000-56-2303,0,0,1,1,1,1,1,1,1,0
000-70-1095,0,0,1,0,1,0,0,0,1,1
000-44-3337,0,0,0,0,1,1,0,0,0,0
000-84-7977,0,1,1,1,1,0,0,0,0,1
000-21-7132,0,1,1,1,0,1,1,0,0,1
000-83-5228,0,0,1,1,1,1,1,1,0,1
000-54-2081,0,0,1,0,1,0,1,0,1,0
000-80-1501,1,1,1,1,1,1,1,1,0,0
000-89-9897,1,0,0,0,1,1,0,0,0,1
000-26-0512,0,1,0,0,0,0,0,1,1,1
000-47-4807,0,1,1,0,0,1,0,0,0,0
000-26-7232,1,1,1,1,1,0,1,1,0,0
000-08-5435,1,0,1,1,0,0,0,0,0,1
000-13-5660,0,1,0,1,1,0,1,0,0,0
