SSN,condition_1,condition_2,condition_3,condition_4,condition_5,condition_6,condition_7,condition_8,condition_9,condition_10
000-82-5141,0,1,0,1,0,0,0,0,1,0
000-23-3832,1,1,0,1,0,0,1,0,0,0
000-60-8219,0,0,0,0,0,1,1,1,0,0
000-18-3183,0,0,0,0,0,0,0,1,0,0
000-41-5543,1,1,1,0,1,1,0,0,1,0
000-05-5322,1,0,0,0,0,0,0,0,1,0
000-50-2906,1,0,1,1,1,0,0,1,1,1
000-01-9186,1,1,0,1,1,1,1,0,0,1
000-01-8015,1,0,1,0,0,0,0,1,1,1
000-83-3356,1,0,1,0,1,1,0,0,1,0
000-12-4108,0,1,0,0,1,1,1,1,0,1
000-13-0483,1,0,0,0,0,1,1,0,1,0
000-12-2941,1,1,1,1,1,1,0,0,1,1
000-37-8572,0,1,0,0,0,0,0,0,0,1
000-18-1968,0,0,1,1,0,0,1,0,0,0
000-66-3480,0,0,0,0,0,0,0,0,1,1
000-82-1256,0,1,0,0,1,1,0,0,1,1
000-40-3631,0,1,0,1,1,0,0,1,1,1
000-83-2651,1,0,0,1,1,1,1,0,0,1
000-10-8037,1,1,1,1,0,0,0,0,1,1
000-83-9483,0,0,1,1,0,0,1,0,1,1
000-33-3687,0,0,0,1,0,1,0,0,0,0
000-85-1038,0,0,1,0,0,1,0,0,1,0
000-64-8392,1,1,0,1,0,0,1,0,1,1
000-56-6547,1,1,0,0,0,1,1,0,1,0
000-53-5690,0,0,0,1,1,0,0,0,1,0
000-54-7945,1,0,1,0,1,1,0,1,0,1
000-48-4728,0,1,0,0,0,0,0,0,1,1
000-47-1069,0,0,1,0,0,0,1,1,1,1
000-17-2733,0,0,0,0,1,0,1,0,0,0
000-63-1191,0,1,1,0,0,0,1,0,1,0
000-01-9039,1,1,0,1,1,0,0,1,1,0
000-93-9197,0,0,0,0,1,0,0,1,0,0
000-70-0317,0,0,0,1,0,1,1,0,1,1
000-48-6874,0,0,0,0,0,0,0,1,0,1
000-10-2128,1,0,0,0,1,1,0,1,1,0
000-50-2648,0,1,0,0,1,0,1,0,0,0
000-12-4714,1,1,1,0,1,0,0,0,1,1
000-53-6347,1,0,0,0,0,1,1,1,0,1
000-59-5758,0,0,1,0,1,1,1,0,0,1
000-59-9519,1,1,1,0,1,1,1,1,1,0
000-42-7948,0,0,0,1,1,0,0,1,0,1
000-73-4533,0,1,0,0,0,0,1,1,0,1
000-23-1599,1,1,1,1,0,1,1,1,0,0
000-95-8993,0,0,0,1,1,1,1,1,0,0
000-70-1643,0,0,1,1,1,0,0,1,0,1
000-51-9128,1,0,0,1,1,1,0,1,1,1
000-12-9124,0,1,1,0,1,0,1,1,1,0
000-03-3949,0,1,0,0,1,0,0,0,0,1
000-84-1078,0,0,1,0,1,0,0,1,0,0
000-84-5517,1,1,1,1,0,1,1,1,0,1
000-36-6924,1,1,1,0,1,1,1,0,1,1
000-35-1734,1,1,1,1,0,1,1,0,1,0
000-46-1128,0,1,1,0,1,1,1,1,0,0
000-11-6506,1,0,1,1,1,0,0,0,1,1
000-73-6515,0,1,1,0,0,0,1,1,1,1
000-82-7276,1,1,1,0,0,0,0,0,1,1
000-35-8611,0,1,0,0,1,0,1,1,0,1
000-41-6064,1,1,0,0,0,1,1,0,0,0
000-82-6425,0,0,1,0,1,1,1,1,1,0
000-19-4048,1,1,1,0,1,0,0,0,0,1
000-98-3334,0,1,0,0,0,0,1,1,0,1
000-62-1805,1,1,1,1,0,1,0,0,1,1
000-20-0420,0,1,0,0,0,0,0,0,1,0
000-15-3288,1,1,0,0,0,1,0,1,0,1
000-60-0367,1,1,0,1,1,0,1,1,1,1
000-82-5765,0,1,0,0,1,0,1,0,1,1
000-91-4086,0,1,1,0,0,1,1,1,0,0
000-52-6710,1,0,0,1,1,0,1,0,1,1
000-59-8464,0,0,1,0,1,1,0,1,1,1
000-41-6727,0,1,1,1,1,0,1,0,1,1
000-19-0529,0,1,1,0,1,0,1,1,1,1
000-09-4521,0,0,1,0,0,0,1,1,0,1
000-13-5130,0,1,1,0,0,1,0,0,0,1
000-57-8242,1,0,0,1,0,0,0,0,1,1
000-84-7246,0,0,1,1,0,1,0,1,1,0
000-40-5730,0,1,1,1,1,0,1,1,0,1
000-60-2023,1,1,0,0,1,0,0,0,1,1
000-47-6753,1,1,0,1,0,1,1,0,0,0
000-50-8519,1,0,1,1,1,1,0,1,0,1
000-29-0703,1,0,1,0,0,0,0,0,1,1
000-31-0371,1,0,0,1,0,1,0,0,0,0
000-10-1643,1,1,1,0,1,0,1,1,1,1
000-31-9092,0,0,0,1,0,1,0,0,0,1
000-91-2764,0,0,1,1,0,1,1,1,0,0
000-67-5185,0,1,1,0,0,0,0,0,0,0
000-96-9987,0,1,0,1,0,1,1,0,0,1
000-84-9498,1,0,0,0,1,0,0,1,1,1
000-50-4481,1,1,1,1,1,0,0,1,1,0
000-84-9470,0,0,1,0,0,1,0,0,1,1
000-82-8158,1,0,1,0,1,0,1,0,0,0
000-89-4813,1,0,0,1,1,1,0,0,1,0
000-00-2389,0,1,1,1,1,1,1,0,1,0
000-15-0285,1,1,0,0,0,1,0,1,1,1
000-62-9476,0,1,1,0,0,0,0,1,1,1
000-27-1898,1,0,1,1,1,0,1,1,1,1
000-30-7826,1,0,0,1,0,0,0,0,0,0
000-02-9660,1,1,1,0,1,0,1,0,0,0
000-37-6926,0,0,1,0,0,0,0,0,0,1
000-93-0381,0,1,1,1,1,1,1,0,1,0
000-24-3162,1,0,0,0,0,0,0,1,0,0
000-45-8213,0,0,1,1,0,0,1,0,0,0
000-43-7637,1,1,0,0,0,1,0,0,0,0
000-49-1956,0,0,1,0,0,1,0,1,0,1
000-04-6658,0,1,1,1,1,0,1,1,0,1
000-23-0590,0,0,0,0,0,1,0,1,0,1
000-19-7235,1,1,1,0,0,0,1,0,1,1
000-90-9670,1,1,1,1,0,0,0,1,1,1
000-55-9960,0,0,0,0,0,0,0,1,0,1
000-19-3131,1,1,1,1,0,1,1,1,0,0
000-28-0816,0,0,1,0,1,0,0,1,0,0
000-11-7001,0,0,0,1,1,1,0,1,0,1
000-56-7781,0,1,1,1,0,0,0,1,1,0
000-18-0273,1,1,1,0,1,1,0,1,0,0
000-00-8621,1,1,1,0,1,1,1,0,1,1
000-19-9249,1,0,1,1,0,0,0,0,1,1
000-45-3821,1,1,0,1,0,0,0,1,1,1
000-85-4087,1,0,1,1,1,0,1,1,0,0
000-86-4395,1,1,0,1,0,0,0,0,0,1
000-12-0099,0,0,0,1,0,1,0,1,0,1
000-52-9398,0,1,1,0,1,1,0,1,1,0
000-63-4641,1,0,0,0,1,1,1,1,0,1
000-50-4021,0,0,1,1,0,0,1,0,1,0
000-78-6779,1,0,0,1,0,1,0,0,1,0
000-01-4194,0,0,0,0,0,0,0,0,1,0
000-53-4764,1,0,1,0,0,0,0,0,1,1
000-38-7674,0,0,1,1,1,0,1,1,1,0
000-45-3565,0,0,0,1,1,0,0,1,1,0
000-01-8314,0,1,1,1,1,1,0,0,1,1
000-81-5276,0,0,0,1,1,0,1,0,1,0
000-51-5042,0,1,1,0,0,0,0,0,0,0
000-08-7360,0,1,1,0,0,1,1,1,0,0
000-69-1402,1,0,0,0,1,0,1,1,1,0
000-21-6173,0,1,1,0,1,0,1,0,0,0
000-60-3476,1,0,1,1,0,1,0,1,0,1
000-57-4693,1,1,1,1,0,0,1,0,0,0
000-58-5923,0,1,0,0,1,1,0,1,1,1
000-07-7969,0,0,0,1,0,0,1,1,0,1
000-59-2938,0,1,0,0,1,1,0,0,0,0
000-67-3995,1,0,1,0,0,0,1,1,1,1
000-79-3298,1,1,1,1,1,0,0,0,0,1
000-83-6179,1,1,0,0,0,1,0,0,1,1
000-79-8656,0,0,1,1,0,0,0,1,1,1
000-28-9470,1,1,1,1,0,0,1,0,0,1
000-08-5950,0,0,1,1,0,1,1,0,1,1
000-76-2335,0,0,0,1,0,1,0,1,0,1
000-48-9772,1,0,0,1,1,0,1,1,1,1
000-35-9475,1,0,0,1,0,0,1,1,0,0
000-63-8378,0,1,0,1,1,1,1,1,0,0
000-43-4096,1,1,0,0,0,1,0,0,0,0
000-73-7055,0,1,1,0,1,1,1,0,1,1
000-23-2611,1,1,1,1,1,0,1,1,1,0
000-81-2511,0,1,0,0,0,1,0,0,0,0
000-70-4800,1,1,0,1,1,0,1,0,1,1
000-41-5078,1,0,1,0,0,1,0,0,0,1
000-55-4905,0,1,1,1,0,0,0,1,1,0
000-64-6057,1,0,1,0,1,1,1,1,0,0
000-04-8220,1,0,0,0,1,1,0,0,1,1
000-93-3533,1,1,1,1,1,0,1,0,0,0
000-28-8010,1,1,1,0,1,1,0,1,1,0
000-07-0329,0,1,0,0,0,0,0,0,0,0
000-27-2192,1,0,0,0,0,1,0,1,1,1
000-78-4813,1,0,1,1,1,0,1,0,0,1
000-92-0356,1,1,0,1,0,0,1,0,1,1
000-53-2944,1,1,0,0,0,1,1,1,0,0
000-29-4947,0,0,0,1,0,0,0,1,1,1
000-31-0459,0,1,0,0,0,0,0,0,1,0
000-46-4381,1,1,0,0,0,0,1,1,1,1
000-87-6262,1,0,0,1,1,1,0,0,1,1
000-39-5426,1,0,0,0,1,0,1,0,1,0
000-49-5910,1,0,1,1,0,1,0,0,0,0
000-68-0677,1,1,0,0,0,0,0,0,1,0
000-68-0449,0,1,1,0,0,1,1,1,1,1
000-72-8341,1,1,0,1,1,0,0,1,1,0
000-97-3905,0,0,0,0,1,0,0,0,1,1
000-39-6510,0,0,0,0,0,0,1,1,1,1
000-80-4209,0,0,1,1,1,1,1,0,0,0
000-55-1241,0,1,0,1,0,0,1,0,1,1
000-69-7345,0,0,0,1,1,1,0,1,1,0
000-86-1158,1,0,0,0,0,1,0,1,1,1
000-46-7862,0,0,1,1,0,0,0,1,0,0
000-06-1124,0,1,1,0,0,1,0,1,1,1
000-71-4062,0,1,1,0,1,1,0,1,0,1
000-61-5538,0,1,0,1,1,0,0,1,1,0
000-31-2018,0,1,1,1,1,1,0,0,1,1
000-67-9048,0,0,0,1,0,1,0,0,1,0
000-87-6139,1,1,1,0,0,1,0,1,0,1
000-96-0550,1,0,0,0,1,0,1,1,0,0
000-49-3024,1,0,0,1,1,1,1,1,1,1
000-08-7904,0,1,0,1,1,0,0,1,1,0
000-60-9326,1,0,0,0,1,1,1,0,1,0
000-86-0316,0,0,1,1,0,1,0,0,0,0
000-38-6117,0,1,0,1,1,0,0,1,1,1
000-49-2556,0,1,1,1,1,1,0,1,1,1
000-22-9615,0,0,0,0,0,0,0,1,1,0
000-63-2044,0,1,0,1,0,1,1,0,0,1
000-19-9468,1,0,1,1,1,0,1,1,1,1
000-29-9967,0,0,0,1,1,1,0,1,1,1
000-54-7878,0,0,0,0,1,0,0,0,1,1
000-10-9290,0,1,0,1,1,1,0,1,0,0
000-05-0149,1,0,0,0,0,0,0,1,1,1
000-60-5910,1,0,0,0,0,1,1,0,0,0
000-89-1337,0,0,1,0,0,1,0,0,0,0
000-01-9436,0,1,1,1,1,1,0,1,0,1
000-47-9102,1,1,0,0,0,1,1,1,0,0
000-22-2808,0,0,1,1,0,0,1,0,0,1
000-60-9858,0,1,1,1,0,1,0,1,1,0
000-90-1320,0,1,0,0,0,0,1,0,0,0
000-44-0551,0,1,0,1,0,1,0,0,1,0
000-83-8872,1,1,1,0,1,1,0,1,0,0
000-62-3954,0,0,0,0,0,0,1,0,1,1
000-15-1341,1,1,1,0,0,1,0,0,1,0
000-11-2900,0,0,1,1,0,0,1,0,0,0
000-16-2534,1,0,1,1,0,1,1,1,0,0
000-32-4189,1,1,1,1,1,0,1,1,1,1
000-33-5957,0,1,1,0,0,1,0,1,1,0
000-35-6562,0,1,0,0,1,1,0,1,0,0
000-44-0402,0,1,1,0,1,0,1,1,1,1
000-17-3121,1,1,0,1,1,1,0,0,0,0
000-30-7598,0,1,0,0,1,1,1,0,0,0
000-48-2680,0,0,0,0,1,0,0,1,0,0
000-44-4150,0,0,0,0,1,0,0,1,0,0
000-51-8847,1,0,1,0,0,1,0,0,1,0
000-84-7706,1,1,0,0,1,1,1,0,0,1
000-15-0980,0,0,1,1,1,1,1,0,0,0
000-15-6685,1,0,1,0,1,1,0,0,1,1
000-34-3233,0,0,0,1,1,1,1,1,1,0
000-41-4893,0,1,1,1,0,0,1,0,0,1
000-66-1072,1,1,0,1,1,0,1,1,1,1
000-19-3435,0,0,1,1,0,1,1,1,0,1
000-93-2139,0,0,0,1,0,1,1,1,1,1
000-67-7420,0,1,1,1,1,0,1,1,0,0
000-22-9403,0,0,0,0,1,1,1,1,1,0
000-03-8212,0,1,0,1,0,1,0,0,1,1
000-44-6510,0,1,1,0,1,0,1,1,0,1
000-59-7473,0,0,1,0,1,1,1,0,0,0
000-83-5538,0,0,1,1,1,0,0,1,0,0
000-86-8949,0,0,1,1,0,1,0,1,1,1
000-09-1124,1,0,1,1,1,0,1,0,0,0
000-66-7669,1,0,1,1,0,1,1,1,1,0
000-26-7394,0,0,1,0,0,1,1,1,0,1
000-15-1879,1,1,0,0,0,0,1,1,0,1
000-45-9827,0,1,1,0,1,0,0,1,0,0
000-10-3580,0,0,1,0,1,0,0,1,0,1
000-38-7902,1,1,1,1,0,1,0,1,0,0
000-76-9033,0,0,1,0,1,0,1,0,1,1
000-03-2458,1,0,1,0,1,1,1,1,0,1
000-19-8174,1,1,0,0,0,1,0,0,1,1
000-22-0078,0,1,1,1,0,0,1,0,1,0
000-53-9227,1,1,1,0,0,0,0,1,0,1
000-83-0942,0,1,1,1,1,0,0,0,0,0
000-39-3242,0,1,1,1,0,1,1,0,0,0
000-27-7401,1,1,1,1,1,0,0,1,0,1
000-51-9483,0,0,0,0,0,1,1,1,0,1
000-12-7812,1,1,1,1,0,1,0,0,1,0
000-96-3931,0,1,1,0,1,1,1,0,1,1
000-89-5318,1,0,1,0,1,0,1,1,1,1
000-11-1152,1,1,1,0,1,1,0,1,0,0
000-27-1220,1,1,0,0,0,1,1,0,0,1
000-22-4914,0,0,1,1,0,1,0,1,0,1
000-29-7303,0,0,1,1,1,1,1,0,1,1
000-36-4276,0,0,1,1,0,1,1,1,0,0
000-54-7762,1,1,0,0,0,1,1,1,0,0
000-19-6122,0,1,1,1,1,1,0,0,1,0
000-17-1728,0,1,1,1,1,1,0,1,0,1
000-57-7252,1,0,0,1,1,0,0,1,0,1
000-48-3012,0,0,1,1,0,1,0,1,0,0
000-72-3541,0,0,0,1,0,0,0,1,0,0
000-45-0773,0,1,1,0,1,1,0,0,0,0
000-45-2046,0,1,0,0,1,0,1,1,1,1
000-12-6538,0,1,1,1,0,0,1,0,0,1
000-96-4207,0,0,0,1,1,1,1,0,0,0
000-54-7941,0,0,0,1,0,0,0,0,0,0
000-11-4657,0,0,0,1,0,1,0,0,0,0
000-04-5466,0,0,1,1,0,0,0,1,0,0
000-24-8499,0,1,1,0,0,0,0,0,0,1
000-33-1602,0,1,1,1,1,0,1,1,1,1
000-95-1088,0,0,0,1,0,1,0,1,0,0
000-44-8353,1,1,0,0,0,1,0,0,1,1
000-86-6586,0,1,1,1,1,0,0,0,1,0
000-18-2731,1,1,1,1,1,1,0,0,0,0
000-71-8700,1,1,0,1,0,0,0,0,1,0
000-61-7692,1,1,1,0,1,1,0,1,1,1
000-84-2759,1,1,0,0,0,0,1,0,0,0
000-22-7548,1,1,0,0,0,0,1,1,0,1
000-05-6477,0,1,0,1,1,0,1,0,1,1
000-85-8764,1,0,0,1,0,0,0,0,1,1
000-30-0107,1,0,1,1,1,1,1,0,0,0
000-97-3253,0,1,1,0,1,0,1,0,0,0
000-49-2780,1,1,0,1,1,1,1,0,1,1
000-64-8817,1,1,0,0,1,1,1,0,0,1
000-17-1648,1,0,1,0,0,1,1,1,1,1
000-22-0643,1,0,0,1,1,1,0,0,0,1
000-36-8460,1,1,1,1,0,0,0,0,1,1
000-38-0772,1,1,1,1,0,1,0,1,1,0
000-82-5107,1,1,1,0,1,1,0,1,0,0
000-90-3670,1,0,0,0,0,1,1,0,1,0
000-72-1827,0,1,1,1,1,0,1,0,0,0
000-02-9436,1,1,1,1,0,0,0,0,1,1
000-12-5218,0,1,1,1,1,1,0,1,0,0
000-33-7071,1,1,0,1,0,1,1,1,0,0
000-43-0284,0,0,0,0,0,1,1,1,1,0
000-88-7783,1,1,1,0,1,1,1,0,0,1
000-80-4171,0,1,1,1,0,1,0,0,0,0
000-69-6290,1,1,1,1,1,0,0,1,1,1
000-58-6542,1,1,1,0,1,0,0,0,1,1
000-52-2015,1,1,0,1,1,1,0,1,1,1
000-54-8762,0,1,0,0,1,0,0,1,1,1
000-84-8545,1,1,0,1,1,1,1,1,0,0
000-28-5469,0,0,1,1,0,0,0,1,0,0
000-21-8629,1,0,0,0,1,1,1,1,1,1
000-27-3413,1,1,1,1,1,1,0,0,1,0
000-88-7804,0,0,0,1,1,1,0,1,0,0
000-20-4359,0,1,1,1,1,1,0,0,1,1
000-10-9120,1,0,1,1,1,0,0,0,1,0
000-34-7661,0,1,1,1,0,1,0,1,1,1
000-78-3156,1,0,1,0,1,1,0,0,0,0
000-22-9046,0,1,0,1,1,0,1,0,1,0
000-07-9996,0,0,0,1,0,1,0,1,1,0
000-89-8128,1,0,0,1,0,0,0,0,1,1
000-73-1401,1,1,0,1,1,0,0,0,0,1
000-83-1767,1,0,1,1,1,0,1,0,0,0
000-95-4560,1,0,0,0,0,1,1,1,1,1
000-05-4603,1,0,1,0,1,0,0,0,0,0
000-05-0038,1,1,0,0,0,1,1,1,1,0
000-41-6430,0,0,1,1,1,0,1,0,0,1
000-10-1736,0,1,0,1,0,0,0,0,1,1
000-93-7436,0,0,1,0,0,0,0,0,0,0
000-98-3170,1,1,1,1,1,1,0,0,0,1
000-24-8359,1,1,1,1,1,1,1,0,0,0
000-80-8489,0,0,0,0,1,0,1,0,1,0
000-50-5873,0,0,0,1,1,0,0,1,1,1
000-53-9749,1,0,1,1,0,1,1,1,1,0
000-09-2376,1,1,1,0,1,1,0,1,1,1
000-00-0009,0,0,0,0,0,0,0,0,0,1
000-41-4268,0,1,0,0,0,0,0,1,0,1
000-92-8827,1,1,1,1,0,1,1,1,1,1
000-27-9809,0,0,1,1,0,1,0,0,0,1
000-06-0882,1,1,0,0,1,0,0,1,1,1
000-57-2972,1,1,0,1,0,0,0,0,1,0
000-17-7716,0,1,1,0,0,1,1,0,0,1
000-12-0848,0,1,0,0,1,0,0,1,1,0
000-95-4193,0,1,0,1,0,1,0,1,0,0
000-10-2880,1,1,0,1,0,1,0,1,0,0
000-33-9219,1,1,1,0,0,0,0,1,0,1
000-15-2791,1,1,0,1,1,1,1,1,1,1
000-73-8152,1,0,1,1,1,0,1,0,0,0
000-57-1215,0,0,0,0,0,1,0,0,1,0
000-80-2465,1,0,1,1,1,1,0,1,1,1
000-82-9353,1,0,0,1,0,0,1,1,0,1
000-61-3694,1,1,1,0,1,0,1,1,0,0
000-23-1138,1,0,1,1,0,1,0,0,1,0
000-75-3699,0,0,1,0,1,1,1,1,1,1
000-45-8060,1,0,0,1,0,0,0,1,0,1
000-11-7010,0,0,1,1,1,1,1,0,0,1
000-03-7954,1,1,1,1,0,1,0,0,1,0
000-24-1582,0,0,0,0,1,1,0,0,0,0
000-53-7205,1,1,1,1,1,1,1,0,0,1
000-81-3329,1,1,0,1,0,1,1,0,0,0
000-49-3073,1,0,0,0,0,0,1,0,1,0
000-08-9636,1,0,1,1,1,1,1,0,0,1
000-48-2750,1,0,0,1,1,0,1,0,0,1
000-78-0721,0,1,1,0,0,1,1,0,0,0
000-53-3958,1,0,1,0,1,1,1,0,0,0
000-52-9612,0,0,0,0,0,1,1,0,1,0
000-23-6151,1,0,0,1,0,1,0,1,1,0
000-45-6885,1,1,0,0,0,0,1,1,1,0
000-48-6107,0,1,1,1,1,0,0,0,1,1
000-19-6415,1,0,0,0,1,0,1,0,1,0
000-38-2293,1,0,1,1,1,1,0,1,0,0
000-15-8565,0,1,0,1,0,1,0,0,1,0
000-90-1271,1,0,1,0,1,1,0,1,1,1
000-08-6284,0,0,0,1,1,1,1,0,1,1
000-02-7619,1,1,1,1,1,0,1,0,0,1
000-40-8058,1,0,1,0,1,0,0,0,1,0
000-22-0029,1,0,1,1,0,0,1,0,0,1
000-79-3507,1,0,0,0,0,1,0,0,0,0
000-37-1041,0,0,1,0,0,0,1,1,0,1
000-34-3662,0,1,1,0,1,0,1,0,0,1
000-60-3787,0,1,1,1,0,1,0,0,0,0
000-19-2318,0,1,0,1,0,1,0,1,0,1
000-78-9701,1,1,1,0,0,0,0,1,0,0
000-90-5695,0,0,1,1,1,1,0,0,1,1
000-57-6244,0,1,0,1,1,1,1,0,1,0
000-20-2657,1,0,1,0,0,1,1,0,0,0
000-70-6833,0,1,1,0,0,1,0,1,1,0
000-07-8722,1,0,0,0,1,0,0,0,1,1
000-37-1149,0,1,0,0,1,0,0,1,0,0
000-90-0732,1,0,0,1,1,0,1,1,1,0
000-25-0690,1,0,0,1,1,0,0,0,0,1
000-63-2205,1,1,1,0,1,1,0,1,0,0
000-12-6272,1,1,1,0,0,0,0,0,0,1
000-33-1511,1,1,1,0,0,0,0,1,1,0
000-35-0272,1,0,1,0,1,0,0,1,1,1
000-12-9646,1,0,1,1,0,0,1,0,1,1
000-74-6870,0,0,1,1,0,0,1,0,1,1
000-80-3911,0,1,0,0,1,0,1,1,0,0
000-33-6944,0,0,0,1,0,1,0,0,0,0
000-43-8829,1,1,0,1,1,0,1,1,1,0
000-24-4889,0,1,1,0,1,1,1,0,0,1
000-15-5557,0,0,1,1,0,1,1,1,1,1
000-08-8552,0,0,1,1,1,0,0,0,1,0
000-33-3792,1,1,0,0,0,0,1,0,0,1
000-68-5318,0,1,1,1,0,1,0,0,0,1
000-12-1167,0,1,1,0,0,1,1,0,1,1
000-00-4614,1,0,0,0,1,0,0,1,0,1
000-41-0677,1,1,0,0,1,0,0,0,1,1
000-50-5804,0,1,1,1,0,0,1,0,0,0
000-22-7102,1,0,1,1,1,1,0,0,1,0
000-30-9036,0,1,0,0,0,0,0,0,0,1
000-71-0222,0,1,0,1,0,0,0,0,0,1
000-42-0962,1,1,1,0,1,1,1,1,1,0
000-29-7044,0,0,0,1,0,0,0,0,1,1
000-03-7674,1,0,0,0,0,0,1,1,1,1
000-97-0712,1,1,0,1,0,1,0,1,1,0
000-84-7723,1,0,1,0,1,1,1,0,1,1
000-25-8052,1,1,1,0,1,0,0,0,1,1
000-27-6758,1,0,0,1,1,1,0,1,0,1
000-66-7281,1,0,1,1,1,1,1,1,0,1
000-86-0789,0,1,0,0,1,0,0,0,1,0
000-06-3072,0,0,1,0,0,0,0,1,1,1
000-69-3058,1,0,1,0,1,1,1,1,1,0
000-05-7771,0,0,1,1,0,0,1,0,1,1
000-20-7389,0,1,0,0,1,0,0,1,0,1
000-39-4893,0,1,1,1,1,0,0,1,1,0
000-44-3973,1,0,0,0,1,1,0,0,1,0
000-84-3172,0,1,1,1,1,1,0,0,0,0
000-66-5553,0,0,0,1,1,1,0,1,1,1
000-35-9819,0,0,1,0,1,0,0,0,1,0
000-18-1613,0,1,0,0,1,0,1,1,1,1
000-54-9514,0,0,1,0,1,0,0,0,0,1
000-97-8685,0,1,0,1,1,0,1,1,0,1
000-67-9264,0,0,0,0,1,0,1,0,1,1
000-71-1977,0,0,1,1,1,1,0,0,1,1
000-33-6651,1,0,1,1,1,1,0,1,0,0
000-83-3689,1,0,1,1,0,0,1,0,0,0
000-27-2786,1,0,1,1,1,0,0,1,0,1
000-39-2482,0,0,1,1,0,1,0,1,1,1
000-90-0686,0,0,0,1,1,1,1,1,1,1
000-25-4730,1,1,0,1,1,1,0,0,1,1
000-91-8437,1,0,1,0,0,1,0,1,0,1
000-04-2834,0,1,1,1,1,1,0,1,1,1
000-92-8499,1,1,0,1,0,0,0,1,0,0
000-13-0597,0,1,0,0,1,1,1,1,1,0
000-20-2958,1,0,1,1,0,0,1,1,1,1
000-23-4449,1,1,0,1,0,1,1,0,0,1
000-81-6617,1,0,1,1,1,0,0,0,1,1
000-34-2684,1,1,1,0,1,1,0,0,0,0
000-91-6624,1,1,1,1,1,1,1,1,1,1
000-76-6211,0,1,0,0,1,1,1,1,1,0
000-57-8223,0,0,1,0,0,1,1,0,1,1
000-41-7677,0,0,1,0,0,0,1,1,0,1
000-42-1949,1,0,1,0,0,1,0,1,0,0
000-40-3147,1,0,1,1,0,0,1,1,1,1
000-31-5353,1,0,1,1,1,1,1,1,1,1
000-01-0513,0,1,1,0,1,0,0,1,0,0
000-71-4812,1,1,1,1,0,0,1,1,0,1
000-27-8041,0,1,0,0,0,0,0,1,1,0
000-46-3497,1,0,1,0,1,1,0,0,1,0
000-79-7924,0,0,0,0,1,0,1,1,1,0
000-71-5197,1,1,0,0,0,0,0,1,0,1
000-40-2941,0,0,1,1,1,1,1,0,1,1
000-60-0973,0,0,1,0,0,0,0,1,0,0
000-89-3659,1,1,0,1,1,0,0,0,0,0
000-22-5776,0,1,0,0,0,1,1,0,1,1
000-59-5154,0,1,0,1,1,0,0,1,0,0
000-41-1532,1,0,0,0,1,0,1,1,1,0
000-95-2096,1,0,1,0,0,1,1,1,0,1
000-64-4683,1,0,0,0,0,0,0,0,0,1
000-57-8215,0,0,0,0,0,0,0,0,1,1
000-13-3821,1,0,0,1,0,1,1,0,0,0
000-83-3173,1,1,0,0,0,1,0,1,1,0
000-10-7311,1,0,0,0,1,1,0,0,0,1
000-65-0622,0,0,0,0,1,0,0,0,1,0
000-69-5550,0,1,1,0,0,1,1,0,1,1
000-38-3811,0,0,1,0,1,0,0,1,0,1
000-01-8592,0,0,0,0,0,1,0,1,0,1
000-41-9426,0,1,0,0,1,1,1,1,0,0
000-34-0399,0,1,1,1,0,1,1,0,1,1
000-81-7651,1,1,0,0,0,0,1,0,1,0
000-60-2710,0,1,0,1,1,0,1,1,0,1
000-86-5857,1,0,1,0,0,0,1,1,1,0
000-77-8568,0,0,0,0,1,0,0,1,0,1
000-08-6651,1,0,1,0,1,1,1,0,1,1
000-43-5007,0,0,1,1,1,1,1,1,1,1
000-13-2617,1,0,1,1,0,0,1,0,1,1
000-73-3659,0,0,1,0,0,0,1,0,0,1
000-84-9249,1,1,1,1,0,0,1,0,1,0
000-03-0141,0,1,0,1,1,1,0,0,0,1
000-19-5529,0,0,1,1,0,1,0,0,0,1
000-84-3613,0,0,0,1,0,1,1,0,1,1
000-25-3416,0,0,0,1,1,0,1,0,1,0
000-44-1029,0,0,0,0,0,0,1,1,1,1
000-17-5141,0,1,1,1,1,0,1,0,0,1
000-53-5846,0,1,0,0,1,1,1,0,1,1
000-02-5034,0,1,0,0,1,1,1,1,0,0
000-51-2510,1,1,0,1,1,1,1,0,0,1
000-21-7536,1,0,1,1,1,1,1,1,0,1
000-86-3199,0,0,0,0,1,0,0,1,1,1
000-11-9225,1,0,0,0,0,1,1,1,0,0
000-49-5583,1,1,0,1,1,1,1,1,0,0
000-70-5125,1,0,0,0,0,0,0,0,1,1
000-45-2780,0,1,1,1,1,1,0,1,1,0
000-13-9820,0,1,0,0,0,1,0,0,0,0
000-42-8943,1,0,1,0,0,1,0,1,1,1
000-20-5096,1,1,0,1,1,1,1,1,0,1
000-25-2795,1,0,1,1,1,0,1,1,0,1
000-24-2536,0,1,0,1,0,0,1,1,0,1
000-55-3566,0,0,0,1,1,0,1,1,0,1
000-39-1907,0,0,1,1,0,0,0,1,1,1
000-37-6081,1,1,1,0,1,0,0,0,1,0
000-23-3491,1,1,0,1,1,0,0,1,0,0
000-84-5297,0,1,1,1,0,0,0,1,1,1
000-59-3621,0,0,1,1,1,0,0,0,0,1
000-10-0723,1,0,1,1,1,0,1,0,1,1
000-64-6167,0,0,1,0,1,1,0,0,0,1
