SSN,condition_1,condition_2,condition_3,condition_4,condition_5,condition_6,condition_7,condition_8,condition_9,condition_10
000-73-3723,0,0,1,0,0,1,1,1,1,0
000-50-0518,0,0,0,1,1,0,0,1,0,0
000-33-4872,1,1,1,1,1,0,0,0,0,0
000-14-0749,1,0,1,1,0,0,0,1,0,0
000-74-8268,0,0,0,0,0,1,0,0,0,0
000-56-0560,1,0,1,1,1,1,1,0,1,1
000-98-8406,1,0,1,0,0,0,1,1,0,1
000-97-9869,1,0,0,1,1,0,0,0,0,1
000-61-1148,0,1,0,1,0,0,0,0,0,1
000-09-8205,1,0,1,0,0,1,1,0,0,1
000-15-0241,0,0,1,1,1,0,1,1,0,1
000-50-1923,0,1,1,1,0,0,1,0,1,0
000-32-9464,1,1,1,0,1,1,0,1,0,1
000-48-5145,1,0,1,0,0,1,0,0,1,1
000-74-5033,1,1,1,1,1,0,0,1,1,1
000-65-3006,0,1,1,0,1,1,0,0,1,0
000-21-5144,0,0,0,1,0,1,1,1,1,1
000-22-5248,0,0,0,1,1,0,0,0,1,0
000-33-9890,0,0,1,1,0,1,1,1,0,0
000-24-4765,1,0,1,1,0,1,1,1,1,0
000-85-1552,0,1,1,0,0,0,1,0,0,0
000-95-3716,1,0,0,1,1,1,1,1,0,0
000-79-1936,1,1,0,1,1,1,1,0,1,1
000-17-5094,0,0,1,1,0,0,1,1,0,0
000-14-9929,0,0,1,0,0,1,0,1,1,1
000-59-3098,1,0,0,0,0,0,1,0,0,1
000-53-6119,1,0,1,1,1,0,0,0,1,0
000-89-4816,1,0,1,0,1,0,0,1,1,0
000-15-2282,0,1,0,0,0,0,1,1,1,0
000-35-5629,1,1,1,0,1,0,0,0,0,0
000-95-1432,1,0,0,1,0,1,0,1,0,0
000-37-3155,1,0,0,0,1,1,1,1,0,1
000-60-0646,0,0,1,0,1,1,0,0,1,0
000-38-8358,1,0,1,0,0,0,0,1,1,0
000-55-3516,1,0,0,1,0,0,1,1,0,0
000-88-8384,1,1,1,0,0,0,1,0,0,0
000-09-1774,1,1,0,0,0,0,0,0,1,1
000-92-5029,0,0,1,1,0,0,0,0,0,1
000-99-6911,0,0,1,0,1,1,1,1,1,0
000-63-7095,0,0,0,1,0,0,0,0,0,0
000-97-9867,1,0,1,0,0,0,0,0,1,1
000-22-1049,0,1,0,1,0,1,0,0,1,1
000-80-6922,1,1,0,1,1,1,1,1,1,0
000-61-8645,0,1,1,1,0,1,1,1,1,1
000-61-5491,0,0,1,1,1,0,1,1,0,0
000-63-9616,1,0,1,0,0,0,1,0,0,0
000-09-9820,1,0,1,1,0,0,1,0,0,1
000-79-8896,1,0,0,1,1,0,1,0,1,1
000-29-3497,1,1,1,1,0,0,1,1,0,0
000-31-4073,0,0,1,1,0,0,1,0,0,0
000-75-4924,0,0,1,1,0,1,0,0,0,1
000-46-7736,1,0,0,1,1,1,1,1,1,1
000-72-4598,0,1,0,1,0,0,0,1,0,0
000-65-2842,1,1,1,0,1,1,1,1,0,0
000-19-5089,1,0,0,0,0,1,1,1,1,1
000-10-0421,0,1,1,1,0,0,1,1,1,0
000-77-6171,0,1,1,1,0,1,1,0,0,1
000-56-7547,1,0,0,0,1,1,0,1,0,0
000-45-0590,0,1,1,0,0,0,1,1,0,0
000-75-3690,1,0,1,1,1,0,0,1,1,1
000-77-0544,0,0,0,0,1,1,0,0,1,1
000-51-7283,0,0,0,0,0,0,1,1,0,1
000-94-3204,1,1,0,0,1,0,0,1,0,0
000-98-3269,0,1,0,1,0,1,0,0,1,1
000-83-6189,1,1,0,0,0,1,1,1,1,1
000-25-1466,0,0,0,0,0,1,1,1,0,1
000-34-9257,1,0,0,0,0,0,1,0,1,1
000-71-9275,1,1,1,0,0,1,0,1,0,1
000-44-6138,1,1,0,0,0,1,1,0,0,0
000-34-0878,0,0,1,1,1,1,1,1,0,1
000-67-5811,1,0,0,0,1,1,0,0,1,1
000-81-2729,1,0,1,0,0,0,0,0,1,1
000-82-1137,0,1,1,1,1,0,1,0,1,0
000-88-2219,0,1,1,0,1,1,0,0,1,1
000-96-0959,0,0,0,1,1,1,0,1,0,0
000-05-9936,0,1,1,1,0,1,0,1,0,1
000-56-8293,1,1,0,1,0,1,0,1,1,0
000-56-0705,0,0,0,1,0,0,1,0,0,1
000-88-8137,1,1,0,1,1,1,1,0,0,1
000-13-3530,1,0,0,0,0,0,1,1,0,1
000-05-5723,0,1,0,1,1,1,1,0,1,1
000-83-1168,0,1,0,0,0,0,0,0,0,1
000-56-2410,0,0,0,0,1,0,0,1,0,0
000-26-6658,0,0,0,0,0,0,1,0,1,1
000-26-6772,1,0,1,1,0,1,0,0,1,1
000-03-8358,0,0,0,0,0,1,0,0,0,1
000-61-1538,0,0,0,1,1,0,1,1,1,1
000-81-7054,0,0,0,0,1,1,1,0,1,1
000-48-3479,1,0,1,0,1,1,0,1,1,1
000-18-0757,1,1,0,1,1,0,1,1,0,0
000-46-9586,1,0,0,0,0,1,1,1,0,1
000-72-0367,1,0,0,0,1,0,0,0,1,0
000-71-7652,0,1,1,1,0,1,0,0,0,1
000-18-3670,0,0,1,1,0,0,1,0,1,0
000-30-5763,0,0,1,0,1,1,1,1,0,1
000-28-0963,0,1,1,1,0,0,1,1,0,0
000-16-7517,0,1,1,0,1,1,0,0,0,1
000-09-5671,1,1,0,0,1,1,1,1,1,0
000-33-8623,1,0,1,0,0,1,1,1,0,0
000-25-4342,1,1,0,0,1,1,1,0,0,1
000-76-8001,1,0,1,1,1,0,1,1,1,1
000-61-6279,0,0,1,1,0,1,0,0,0,0
000-71-9377,0,0,1,0,1,0,0,1,0,0
000-82-3128,1,1,0,0,0,0,0,1,0,0
000-96-0369,0,1,1,0,1,1,1,0,1,0
000-00-3895,1,0,1,1,1,1,0,0,1,1
000-51-0935,1,1,0,1,1,1,1,1,0,1
000-99-0538,0,1,1,0,0,1,1,1,1,0
000-50-7269,0,1,1,0,1,1,1,0,0,1
000-48-7762,1,0,0,0,1,1,0,1,1,1
000-73-8264,1,1,0,1,1,1,1,1,1,0
000-27-2729,0,1,1,1,1,0,0,0,0,1
000-14-4373,1,1,0,1,0,1,0,1,1,0
000-42-0086,1,0,0,0,0,0,0,1,0,1
000-52-7809,0,1,0,1,1,0,0,1,1,1
000-78-7578,1,1,0,0,1,0,0,1,1,0
000-81-2044,1,0,1,1,1,1,1,1,1,1
000-45-5837,0,0,1,0,1,1,0,0,1,1
000-10-5021,0,1,0,0,1,1,0,1,1,0
000-50-9277,0,0,0,0,1,1,1,1,0,1
000-93-8396,0,1,1,1,0,0,0,1,1,0
000-18-4153,0,1,0,1,1,0,1,1,0,0
000-67-7871,1,0,1,0,0,1,1,1,1,1
000-51-5079,0,0,1,0,0,0,1,0,1,1
000-06-8100,0,1,0,1,0,0,1,1,0,1
000-91-1085,0,0,1,1,1,0,1,0,1,1
000-65-5205,0,0,0,1,0,0,0,1,0,0
000-99-5464,0,0,1,0,1,0,0,1,0,0
000-86-2448,0,1,0,0,1,0,1,0,0,1
000-45-9288,0,0,0,0,1,0,1,0,1,0
000-32-7359,1,1,1,0,0,0,1,1,0,0
000-33-3020,0,1,0,1,0,0,1,0,0,0
000-58-8552,1,0,0,0,1,0,1,1,0,1
000-15-4599,1,0,1,1,0,1,1,1,1,1
000-17-5913,0,1,0,0,1,0,1,0,1,1
000-89-6494,0,1,1,1,0,1,0,1,0,1
000-14-7165,0,1,0,1,1,0,0,1,1,0
000-26-7327,1,0,1,1,1,1,0,1,1,1
000-10-8706,0,0,0,0,1,1,1,0,0,0
000-16-9941,1,1,1,1,1,0,0,0,1,0
000-51-5007,1,1,1,1,1,1,1,1,0,1
000-11-7068,0,1,1,1,0,0,1,0,0,0
000-90-4793,1,0,1,1,1,1,0,0,0,0
000-99-9510,1,0,0,0,1,1,0,1,0,1
000-91-2696,0,1,1,1,0,1,0,0,1,1
000-05-9873,0,1,1,1,1,1,1,1,1,1
000-72-1795,0,0,0,1,1,0,1,1,0,0
000-47-7802,1,0,1,0,1,1,1,0,0,0
000-47-1573,1,1,1,0,0,0,0,1,0,0
000-81-9243,1,0,1,1,1,1,0,0,1,0
000-14-6230,0,1,1,0,0,0,1,0,0,1
000-45-2170,0,1,1,0,0,1,1,1,0,0
000-09-3694,0,0,1,1,1,0,0,0,0,1
000-03-1268,1,1,0,0,0,1,1,1,1,1
000-07-8201,1,0,1,0,0,1,0,0,1,0
000-87-9922,0,1,1,0,0,1,1,1,1,0
000-39-9843,0,0,1,1,1,0,0,1,1,0
000-90-9623,1,1,1,1,1,0,0,0,1,0
000-97-0264,0,0,0,0,0,1,1,0,1,0
000-19-4548,1,0,1,1,1,1,0,0,1,1
000-86-5189,0,1,0,1,1,0,1,1,1,1
000-56-3773,0,0,1,0,0,1,1,1,0,0
000-66-4171,1,0,0,0,0,1,0,1,0,0
000-79-6820,0,1,1,0,0,1,0,0,0,0
000-36-6132,1,0,1,0,0,1,0,1,1,1
000-60-7738,1,1,0,0,0,1,0,0,0,0
000-25-6544,1,1,1,0,1,1,1,0,0,0
000-78-5324,0,1,0,1,1,1,1,1,1,0
000-04-7724,1,0,1,0,0,0,1,0,0,1
000-85-0354,0,1,0,1,1,1,1,1,1,0
000-10-1993,1,1,0,0,0,0,0,1,0,0
000-49-4418,1,1,0,1,1,1,1,0,0,0
000-43-8411,1,0,1,0,0,1,0,1,1,1
000-26-1109,1,0,1,1,1,0,1,0,1,0
000-19-9153,1,0,1,1,1,0,1,0,1,1
000-57-8562,0,0,0,0,1,1,1,0,1,0
000-79-8551,0,0,1,1,1,0,1,0,0,1
000-63-1497,0,0,1,0,0,0,0,0,1,1
000-05-9096,0,0,0,1,0,0,0,0,1,1
000-87-0518,1,0,1,1,0,0,0,0,1,1
000-56-3293,1,0,1,1,1,0,0,0,0,1
000-12-4122,0,1,0,1,0,1,1,1,0,0
000-56-6079,0,0,0,0,1,1,0,0,0,0
000-26-2572,0,0,0,1,0,0,0,0,0,0
000-73-7774,0,0,1,0,0,0,1,0,1,1
000-45-5469,1,1,0,0,0,0,0,1,1,1
000-09-1839,1,0,1,0,1,1,0,0,0,0
000-44-9415,1,0,1,0,0,1,0,1,1,1
000-40-9850,0,0,0,0,1,1,1,1,0,0
000-69-9418,1,0,1,0,1,1,1,1,0,0
000-84-2976,1,1,0,0,0,1,1,1,1,0
000-77-7736,1,0,0,1,1,0,1,0,1,0
000-65-3755,0,1,1,0,1,0,1,1,0,0
000-83-3802,0,1,1,0,0,1,1,1,0,1
000-86-9666,1,0,1,0,1,0,0,0,0,1
000-51-8749,0,0,1,1,0,1,0,1,0,0
000-41-4174,0,0,0,0,1,0,0,1,1,0
000-96-5919,1,1,0,0,1,1,0,0,1,0
000-61-4024,0,1,0,0,0,0,0,1,1,0
000-09-5847,0,0,0,1,1,0,0,1,1,1
000-30-5783,0,1,1,1,0,1,0,1,0,1
000-46-0763,1,0,1,1,0,1,1,0,0,1
000-47-3552,1,1,1,0,0,0,1,0,1,0
000-89-9557,1,1,0,0,0,0,0,0,1,1
000-27-8828,1,0,0,0,0,0,0,1,0,1
000-26-5069,1,1,1,0,0,1,0,0,0,0
000-60-3080,1,0,1,1,0,1,1,1,1,1
000-82-4373,1,0,1,0,0,1,0,0,0,1
000-51-1796,1,0,1,0,0,0,0,1,1,0
000-68-4832,1,1,1,1,0,0,1,1,1,0
000-73-7175,0,0,1,0,1,0,0,0,1,1
000-72-7767,0,0,0,1,0,0,0,1,1,0
000-34-7639,1,1,0,0,0,0,0,1,0,1
000-33-3111,0,0,1,0,0,0,1,0,1,1
000-74-0197,1,1,1,0,1,0,1,0,0,1
000-69-3989,1,1,0,1,0,0,1,1,1,0
000-15-3009,1,1,1,1,0,0,0,0,0,1
000-02-2295,1,0,0,0,0,0,1,1,1,1
000-11-6813,1,1,0,0,1,1,0,0,1,1
000-70-6115,0,1,0,1,0,1,0,0,0,0
000-78-4419,0,1,1,0,1,0,0,0,1,0
000-11-6000,0,1,0,0,1,1,0,0,0,0
000-15-6892,1,0,0,1,1,1,0,0,0,0
000-33-5681,0,0,1,0,0,1,0,1,0,0
000-20-0589,0,1,0,1,0,0,1,1,0,0
000-27-1158,1,0,1,0,0,0,1,0,1,1
000-28-6881,0,1,0,0,0,0,1,1,0,1
000-14-5800,0,0,1,1,1,0,1,1,0,0
000-55-2849,1,1,0,1,1,1,1,1,0,0
000-30-3052,0,0,0,0,1,0,0,1,0,0
000-46-1923,0,0,0,0,1,0,1,0,0,1
000-26-0606,1,1,0,1,1,1,1,0,1,1
000-68-2399,0,0,1,1,1,1,1,1,0,0
000-97-6048,0,0,1,1,1,0,1,1,0,0
000-96-6273,1,0,1,0,1,0,1,0,1,1
000-26-3111,0,0,1,1,0,0,1,1,0,1
000-33-1879,1,1,0,1,0,1,0,1,0,1
000-09-6388,1,1,0,0,1,0,1,0,1,1
000-24-0694,1,0,0,1,1,0,1,1,0,0
000-46-1994,1,1,1,0,0,1,1,0,0,1
000-10-3636,0,0,0,0,0,1,0,1,1,1
000-33-9551,1,1,0,0,0,1,1,1,0,1
000-31-9483,1,1,1,0,0,0,1,0,0,1
000-15-8243,1,1,1,1,0,0,0,1,1,1
000-54-8095,1,0,0,1,0,1,0,1,0,1
000-50-6793,0,1,0,1,1,0,0,1,1,0
000-87-9284,1,0,1,0,0,0,0,1,1,0
000-04-9949,0,0,0,0,1,1,1,0,1,0
000-38-0576,1,0,0,1,0,1,0,1,0,0
000-79-9920,1,1,1,0,0,0,0,1,1,0
000-93-4207,1,0,0,0,0,1,1,1,0,0
000-95-2840,1,0,0,0,0,0,0,1,1,1
000-40-4442,1,0,1,0,1,0,0,0,1,1
000-02-9886,0,1,1,0,1,1,0,0,1,0
000-47-9709,1,0,0,1,1,0,1,0,0,0
000-06-2803,0,1,0,0,0,1,0,0,0,0
000-57-8232,1,0,0,0,1,0,1,0,1,0
000-84-0351,1,1,0,1,0,0,1,0,1,1
000-52-9771,0,1,1,0,1,0,0,1,0,0
000-39-3859,1,1,0,1,1,0,0,0,0,0
000-52-2072,1,1,1,1,1,1,1,0,0,0
000-09-4671,0,0,1,1,0,1,1,1,1,1
000-41-5684,1,1,1,0,1,0,1,0,1,1
000-68-3348,1,0,0,0,1,0,1,0,0,0
000-87-1343,1,0,0,0,0,1,1,1,1,0
000-23-6220,1,0,0,0,0,0,1,1,0,0
000-78-9727,0,0,1,1,0,0,1,1,0,0
000-22-7218,1,0,0,0,1,0,1,1,0,1
000-33-9499,0,0,1,1,0,1,0,0,1,0
000-84-1722,1,1,0,0,1,0,0,0,0,0
000-12-2240,1,1,0,1,0,0,1,1,0,0
000-94-4065,1,1,0,0,0,1,0,0,1,0
000-35-2765,0,1,1,1,0,1,1,0,1,0
000-90-5184,0,0,0,1,1,1,1,0,0,1
000-70-4216,0,0,1,1,1,1,1,1,0,0
000-47-7655,0,1,1,1,1,0,0,1,1,1
000-20-7738,1,0,1,1,0,0,1,1,1,1
000-40-7783,1,1,1,0,0,0,0,0,0,1
000-89-2124,1,1,0,1,0,0,0,1,1,1
000-16-7850,1,1,0,1,1,0,0,0,1,1
000-52-9111,0,1,0,0,0,1,0,0,1,0
000-25-0692,1,0,0,0,1,0,0,0,0,0
000-93-2129,0,0,1,0,1,1,1,1,0,1
000-00-1687,1,0,0,0,1,1,0,1,1,0
000-93-5159,0,1,1,1,1,1,1,0,0,0
000-39-4078,0,1,0,0,1,0,0,1,0,1
000-99-2542,0,0,1,1,1,1,0,1,1,1
000-18-5772,1,1,1,1,1,1,1,1,0,0
000-36-8951,0,1,0,1,1,0,0,1,1,1
000-38-7177,0,0,1,1,1,0,1,0,1,0
000-75-4028,0,1,0,1,0,0,1,0,1,1
000-31-0843,1,0,1,0,0,1,1,1,1,1
000-75-0702,0,0,0,1,0,1,1,0,1,0
000-61-3768,1,1,0,1,0,0,1,1,1,0
000-89-4416,1,1,0,0,1,0,0,0,0,0
000-03-1327,0,1,0,0,1,1,0,0,0,0
000-74-4635,1,1,1,1,1,0,1,0,1,1
000-55-3101,0,0,0,1,1,1,1,0,0,1
000-31-8279,0,1,1,1,1,1,1,1,0,0
000-43-5889,0,0,0,1,1,1,0,0,1,1
000-54-6087,0,0,1,0,1,0,1,1,1,1
000-49-2835,1,1,1,0,1,0,1,0,1,0
000-64-6943,1,0,1,1,1,1,0,1,1,1
000-60-1692,1,1,0,1,0,0,1,1,0,1
000-46-6144,1,0,1,1,0,0,1,0,0,0
000-18-5380,1,1,1,1,0,1,0,1,1,1
000-70-5201,0,0,0,0,1,1,0,1,1,0
000-45-9863,1,1,0,1,0,1,1,1,1,1
000-83-5853,0,1,0,0,1,0,1,0,0,1
000-24-8196,1,0,1,1,0,0,0,0,1,0
000-86-3882,1,0,0,0,1,0,1,1,1,1
000-13-9274,0,1,1,0,0,0,0,0,1,1
000-60-4191,0,1,0,1,0,1,1,1,1,1
000-33-1746,1,0,1,0,0,0,0,0,1,1
000-37-6299,0,0,0,1,0,0,0,0,0,1
000-71-9749,1,0,1,0,0,0,1,0,1,0
000-05-4395,0,0,0,0,0,0,0,0,0,1
000-33-6858,1,0,1,1,0,0,0,1,1,0
000-09-7253,1,1,0,1,0,1,1,1,1,0
000-81-0002,0,0,1,0,1,0,1,1,1,1
000-20-3837,0,0,0,0,0,1,1,0,0,1
000-74-1831,1,0,1,1,1,1,0,0,1,0
000-77-2521,1,1,0,1,1,0,0,0,0,1
000-09-9370,0,0,0,0,1,0,0,1,0,1
000-50-1617,1,1,1,0,1,0,1,0,0,0
000-09-5304,0,1,1,1,0,1,0,1,0,0
000-85-8860,0,0,1,1,1,1,0,1,1,0
000-84-8268,1,1,0,1,1,0,0,0,1,0
000-11-0144,0,0,1,0,1,0,1,1,0,1
000-91-0160,0,0,0,0,1,0,1,0,0,0
000-19-8767,0,0,1,0,1,1,1,1,1,0
000-17-3700,1,1,0,0,1,0,1,0,1,0
000-11-0966,1,0,1,0,1,0,1,0,1,1
000-10-0464,0,0,0,0,0,1,1,1,0,1
000-86-1178,1,1,0,1,1,1,0,0,1,0
000-01-2732,1,0,0,1,0,1,0,1,1,0
000-73-6973,1,0,1,0,0,0,0,0,1,1
000-63-8583,0,1,1,0,1,1,0,0,0,1
000-66-9564,0,0,1,1,0,0,0,0,1,1
000-80-7416,1,1,0,0,1,1,1,1,0,1
000-07-9943,1,1,1,1,1,1,0,1,0,0
000-50-8963,0,1,1,1,0,1,1,1,0,1
000-91-7511,1,0,1,0,0,0,0,1,0,0
000-62-5264,1,1,0,0,0,0,1,0,0,1
000-21-8552,1,0,1,1,1,1,1,1,0,1
000-94-8213,0,0,0,0,1,1,0,1,0,1
000-42-9881,0,1,0,0,1,0,1,1,0,0
000-82-7764,0,1,0,0,0,0,1,0,0,1
000-26-3034,1,0,0,1,0,1,0,1,1,0
000-43-4734,1,0,1,0,0,1,0,0,1,1
000-69-9463,0,0,0,0,1,1,1,1,0,1
000-80-0553,0,1,0,0,0,0,1,0,1,1
000-83-3317,1,1,0,1,1,0,0,0,1,1
000-77-4724,1,0,0,1,1,1,1,1,1,0
000-77-8802,1,1,0,0,1,1,1,0,1,0
000-26-8061,0,0,0,0,1,1,1,0,0,0
000-59-7491,0,1,0,1,1,0,0,0,1,1
000-32-5968,1,1,0,0,0,1,0,0,0,0
000-44-3825,1,0,0,1,1,0,0,1,1,1
000-92-5113,0,1,0,0,0,1,0,1,1,0
000-23-2282,0,1,1,1,1,1,1,1,1,0
000-14-7767,0,1,0,1,1,1,1,1,1,0
000-78-7508,1,1,0,1,0,1,1,1,0,1
000-56-7132,0,1,0,0,1,0,1,1,1,1
000-44-8457,0,0,1,0,0,0,0,0,1,1
000-58-9244,0,0,1,0,1,1,1,1,0,1
000-24-0460,1,1,0,1,0,0,1,1,1,1
000-22-9516,0,0,1,1,0,0,0,0,1,0
000-07-0743,1,1,1,1,0,0,0,1,0,1
000-07-2099,1,0,0,1,0,0,0,0,1,1
000-78-5748,0,1,1,1,1,0,1,0,1,1
000-72-8934,0,0,1,0,0,1,1,1,1,0
000-94-5730,0,0,0,1,1,1,1,1,0,0
000-71-6285,1,0,1,1,1,1,1,1,0,0
000-83-1500,1,0,0,0,0,1,0,1,1,1
000-85-1614,1,1,0,0,1,1,0,1,0,1
000-12-3585,0,0,1,0,0,0,0,1,1,1
000-45-5077,0,0,1,1,1,0,0,0,1,0
000-98-8142,0,1,0,0,1,0,0,0,1,0
000-86-3799,0,0,1,1,0,1,1,1,1,0
000-20-7831,1,1,0,0,1,1,0,1,1,0
000-26-4029,1,1,0,0,0,0,1,0,1,1
000-76-1510,1,1,1,0,0,0,0,0,1,1
000-38-7801,1,0,0,0,0,0,0,1,0,0
000-09-3433,0,1,0,1,0,0,1,0,0,0
000-33-3540,0,0,0,1,0,1,0,0,0,1
000-80-2110,1,0,0,1,0,1,0,1,0,1
000-98-8508,0,0,0,0,0,0,1,1,0,0
000-56-5281,1,1,0,1,1,0,1,0,0,0
000-54-3474,0,0,0,0,1,0,0,0,0,0
000-35-4213,0,1,1,1,0,0,0,0,1,1
000-58-7039,0,1,1,1,0,1,0,0,1,0
000-94-6253,1,1,0,0,1,1,0,1,0,0
000-03-1660,0,1,0,0,1,1,1,0,1,0
000-24-9896,0,1,0,0,1,0,0,0,0,1
000-16-2894,0,0,1,1,0,0,1,0,0,1
000-90-7141,0,0,1,0,1,0,0,1,0,0
000-39-1495,0,0,0,0,1,0,1,1,1,0
000-62-5413,1,0,0,1,0,0,1,0,0,0
000-98-4089,1,1,0,1,1,0,1,0,0,1
000-14-1372,1,0,1,1,1,0,1,1,0,0
000-41-4582,1,1,0,1,0,0,0,1,0,1
000-21-2772,0,1,1,1,0,1,1,0,0,1
000-14-8702,0,0,1,1,1,0,0,0,1,0
000-77-6133,0,0,1,0,0,1,0,1,0,1
000-35-7462,0,0,0,1,1,0,1,0,0,0
000-91-1751,0,0,0,1,1,0,1,1,0,1
000-35-7890,1,1,0,1,0,1,1,1,1,1
000-55-4905,0,0,1,1,1,0,0,1,0,1
000-51-9273,0,1,1,1,1,1,0,1,1,1
000-38-9963,1,1,0,0,0,0,0,1,0,0
000-24-6723,0,0,0,1,1,0,0,1,0,0
000-50-2702,0,1,1,0,1,0,0,0,0,1
000-49-2113,0,1,1,1,1,1,1,0,1,1
000-42-5571,1,1,0,1,0,0,1,0,1,1
000-87-8495,1,0,1,0,1,0,1,0,1,0
000-54-6702,1,1,1,1,0,1,1,0,1,0
000-46-3656,1,0,1,0,1,1,1,0,1,1
000-17-3468,0,1,0,0,0,1,1,1,0,0
000-71-4784,1,0,1,0,1,0,1,0,1,0
000-08-1254,0,0,0,1,1,1,0,0,1,0
000-98-0098,0,1,0,1,0,0,1,0,1,0
000-54-4413,0,1,0,1,0,1,1,1,0,0
000-87-6090,0,0,0,0,1,0,1,0,1,0
000-60-8907,1,0,1,1,0,0,1,0,0,1
000-10-5313,0,0,1,1,0,1,0,1,0,1
000-70-6772,0,0,0,1,0,1,0,1,0,1
000-17-2384,0,1,1,1,0,0,0,0,0,1
000-31-8766,0,1,1,0,1,0,0,0,0,1
000-11-0784,0,0,0,1,0,0,0,1,1,1
000-92-6527,0,1,0,0,1,0,0,0,1,1
000-13-0978,1,1,1,0,1,1,1,1,0,0
000-67-9425,0,0,1,1,1,1,0,0,0,0
000-39-7092,1,1,1,1,0,0,0,0,0,1
000-67-7146,0,0,1,1,1,0,1,0,1,0
000-10-2589,0,0,1,0,1,0,0,1,1,1
000-22-8369,1,1,1,0,0,1,0,0,1,0
000-26-6910,1,0,1,0,1,0,0,1,0,1
000-18-3914,1,1,1,1,1,0,0,1,1,0
000-58-3491,1,0,1,0,1,1,0,1,1,0
000-03-6182,1,1,1,0,1,1,1,0,0,1
000-89-2459,0,0,0,0,1,0,0,1,0,0
000-48-9792,1,0,1,0,0,1,0,0,0,1
000-86-0285,0,0,1,0,1,0,1,1,1,1
000-93-4804,1,1,1,1,1,1,0,1,1,0
000-83-9625,1,1,0,0,1,0,1,0,1,1
000-12-1884,0,0,0,0,1,0,1,1,0,1
000-90-0586,1,0,1,1,1,1,1,1,1,0
000-07-2991,1,1,0,1,1,0,1,0,1,0
000-85-0488,0,1,0,0,1,0,0,0,1,0
000-15-1465,0,0,0,0,1,1,1,0,0,1
000-41-2725,1,0,1,0,0,1,0,0,0,1
000-71-4372,1,1,1,0,1,1,0,1,1,1
000-38-4333,0,1,0,0,0,0,1,0,1,0
000-04-2102,1,0,0,0,1,0,1,0,1,1
000-37-5118,0,1,1,1,1,0,1,1,1,0
000-51-9506,0,0,0,1,0,0,1,0,1,1
000-30-9303,1,0,0,1,0,1,1,1,1,1
000-58-7069,0,0,0,0,0,1,0,1,0,1
000-68-0359,1,0,1,1,0,1,1,0,0,1
000-05-6818,1,0,1,0,1,0,1,0,0,0
000-22-5483,0,0,0,1,1,1,1,1,0,1
000-33-7631,1,0,1,1,0,0,1,0,0,0
000-18-6502,0,1,1,1,0,0,0,1,1,1
000-28-6105,1,1,0,0,1,1,1,0,1,1
000-77-1273,1,1,1,1,1,1,1,0,1,0
000-24-4092,1,1,1,1,0,0,0,0,1,0
000-81-7599,1,1,1,0,0,0,1,0,1,1
000-53-9123,1,1,1,1,0,0,1,0,1,1
000-68-6820,1,0,1,0,1,0,1,1,0,0
000-86-1343,1,1,0,0,0,0,0,1,0,0
000-71-1450,0,1,1,1,0,1,0,0,0,1
000-46-9500,0,1,0,1,0,1,0,1,1,1
000-15-1754,1,1,0,1,0,1,1,0,1,0
000-10-6567,0,0,1,0,1,1,0,0,1,1
000-15-3478,0,0,0,0,1,0,1,0,0,1
000-90-9988,1,1,1,0,0,1,0,0,0,1
000-56-2987,0,0,0,1,0,0,1,1,1,0
000-84-4454,1,1,1,0,1,0,1,0,0,1
000-13-0498,0,0,0,1,1,0,1,0,0,1
000-83-9352,1,0,1,1,0,0,1,1,0,0
000-19-1736,1,1,1,1,1,0,0,1,0,1
000-03-8564,1,1,0,1,1,0,1,1,0,1
000-79-9226,1,1,1,1,1,0,0,0,1,1
000-00-3634,0,0,1,0,0,1,1,0,1,0
000-29-4453,1,0,0,0,1,0,0,0,1,0
000-42-5226,0,1,0,1,1,1,1,0,1,1
000-62-6309,1,0,0,0,0,0,0,1,0,0
000-14-0096,0,0,1,0,1,1,1,1,0,1
000-60-0872,0,0,0,1,1,1,0,1,1,0
000-58-1421,1,0,1,1,0,1,0,0,1,0
000-35-9817,1,0,1,0,1,1,0,0,1,0
000-23-1475,1,0,1,1,0,1,0,0,0,1
000-55-1482,1,0,1,1,0,0,1,0,0,0
000-51-6415,1,1,1,0,1,1,1,1,1,1
000-97-6860,0,0,1,0,1,1,0,0,0,1
000-16-8533,1,0,0,1,0,1,0,1,0,0
000-36-2303,1,0,0,1,1,0,0,0,0,0
000-31-0116,1,0,0,1,0,1,1,1,1,0
000-23-7769,1,1,0,1,0,1,1,1,0,0
000-02-7346,1,1,1,0,0,1,0,0,0,0
000-36-6885,0,0,0,0,0,0,0,0,1,0
000-11-0262,1,1,0,0,0,1,0,0,1,0
000-42-7902,0,1,1,1,0,0,1,0,1,1
000-14-2477,0,1,1,1,0,0,0,0,0,0
000-87-9289,0,1,1,0,0,0,1,0,0,0
000-51-7422,0,0,1,0,0,1,1,1,1,0
000-19-0094,0,1,0,1,0,1,0,1,1,1
000-84-9771,1,0,0,0,1,1,0,0,1,0
000-20-5252,1,0,0,0,1,0,1,0,0,1
000-39-5232,1,0,0,0,1,0,0,1,1,0
000-92-3922,0,1,0,0,0,1,1,1,1,0
000-39-3851,0,1,0,0,0,0,1,1,0,1
000-30-2336,1,0,0,1,1,1,0,1,1,0
000-55-8490,1,1,0,0,1,0,0,0,0,1
000-14-3253,1,0,0,1,1,0,0,1,0,1
